system,species,scenario,Item,Group,Mean,StDev,Min,Q1,Median,Q3,Max
CLM,G,Bruc,Cml Dry Matter,Neonatal Combined,835558016.6,187960514.6,350217936.9,698329353.7,825203915.3,955213242.4,1641135754
CLM,G,Bruc,Cml Dry Matter,Juvenile Combined,950383713.8,151884150.4,490871432.4,843162990.2,942783084.2,1048368979,1537709846
CLM,G,Bruc,Cml Dry Matter,Adult Combined,4182091934,235462952.7,3578288305,4008659959,4172058030,4343115100,4939223264
CLM,G,Bruc,Cml Dry Matter,Female Combined,4153322962,289569051.4,3280287665,3945512293,4140594763,4350003870,5352122594
CLM,G,Bruc,Cml Dry Matter,Male Combined,1814710702,207730242.8,1198475382,1666719485,1806658365,1953283699,2757491519
CLM,G,Bruc,Value of Offtake,Neonatal Female,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Offtake,Neonatal Male,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Offtake,Juvenile Female,607149188.3,75394698.4,380635777.8,553515836.1,604047898.7,658493204,858973309.6
CLM,G,Bruc,Value of Offtake,Juvenile Male,5719258187,1263278390,2663331953,4774286375,5621479628,6572463924,10396304874
CLM,G,Bruc,Value of Offtake,Adult Female,3614136608,595323514.3,2187307658,3160726117,3602640959,4041430872,5246490193
CLM,G,Bruc,Value of Offtake,Adult Male,16579550570,2711922840,9804115518,14528339498,16576512066,18559554588,24340949403
CLM,G,Bruc,Value of Offtake,Overall,26520094553,3168450657,16888889963,24203180156,26436067052,28796274672,38170789324
CLM,G,Bruc,Value of Offtake,Neonatal Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Offtake,Juvenile Combined,6326407375,1290907612,3157639571,5370548398,6229744819,7185988584,11170985329
CLM,G,Bruc,Value of Offtake,Adult Combined,20193687178,2787671636,12112926904,18112315983,20150349436,22215720484,28705273317
CLM,G,Bruc,Value of Offtake,Female Combined,4221285796,601908603.9,2731273529,3769361893,4214142803,4646427960,6027055665
CLM,G,Bruc,Value of Offtake,Male Combined,22298808757,3077532556,13300441005,20081704180,22246768646,24511580464,33230728520
CLM,G,Bruc,Value of Herd Increase,Neonatal Female,2062281765,1451729194,-1601149935,1005658448,1993880607,3051904464,7149521696
CLM,G,Bruc,Value of Herd Increase,Neonatal Male,2790709276,1722306789,-1452477048,1523964607,2704887853,3966154077,9557031095
CLM,G,Bruc,Value of Herd Increase,Juvenile Female,5013508020,1624577342,970182102.8,3817024894,4968822545,6110879853,10322205070
CLM,G,Bruc,Value of Herd Increase,Juvenile Male,6282262028,2419616716,735201029.9,4509952108,6018805568,7825639806,16221547331
CLM,G,Bruc,Value of Herd Increase,Adult Female,9019341407,2100149408,3559821062,7474835004,8837225474,10387937940,16961124089
CLM,G,Bruc,Value of Herd Increase,Adult Male,4530383924,1900844842,101511831.2,3144345069,4398211549,5766992227,12238771024
CLM,G,Bruc,Value of Herd Increase,Overall,29698486420,10134015474,2600782204,22313685588,29496246330,36742213421,64228152246
CLM,G,Bruc,Value of Herd Increase,Neonatal Combined,4852991041,3130938078,-2849291037,2544565817,4732096596,7029752188,15693170641
CLM,G,Bruc,Value of Herd Increase,Juvenile Combined,11295770048,3856214586,1739068784,8482122794,11065548091,13887184980,26007527737
CLM,G,Bruc,Value of Herd Increase,Adult Combined,13549725331,3617515457,3711004457,10914425122,13336056757,15970664136,27573087916
CLM,G,Bruc,Value of Herd Increase,Female Combined,16095131192,4715502513,3126754437,12674454200,15901384897,19322617369,32064641892
CLM,G,Bruc,Value of Herd Increase,Male Combined,13603355228,5670180377,-525972233.3,9452552124,13419977915,17451907784,35291030294
CLM,G,Bruc,Value of Herd Increase plus Offtake,Neonatal Female,2062281765,1451729194,-1601149935,1005658448,1993880607,3051904464,7149521696
CLM,G,Bruc,Value of Herd Increase plus Offtake,Neonatal Male,2790709276,1722306789,-1452477048,1523964607,2704887853,3966154077,9557031095
CLM,G,Bruc,Value of Herd Increase plus Offtake,Juvenile Female,5620657208,1677834144,1355744376,4388069724,5574774255,6757954815,11104271351
CLM,G,Bruc,Value of Herd Increase plus Offtake,Juvenile Male,12001520215,3141108222,4213226093,9722685637,11808893565,14009577126,25566743232
CLM,G,Bruc,Value of Herd Increase plus Offtake,Adult Female,12633478015,2196886958,6864524937,11022531879,12474373771,14063826269,21214236092
CLM,G,Bruc,Value of Herd Increase plus Offtake,Adult Male,21109934494,3536086796,10384649850,18581395575,21021430244,23522990736,34367123741
CLM,G,Bruc,Value of Herd Increase plus Offtake,Overall,56218580973,11595411801,23184636418,48041107538,55870046528,64173386923,98353007874
CLM,G,Bruc,Value of Herd Increase plus Offtake,Neonatal Combined,4852991041,3130938078,-2849291037,2544565817,4732096596,7029752188,15693170641
CLM,G,Bruc,Value of Herd Increase plus Offtake,Juvenile Combined,17622177423,4601216510,5955789665,14281413345,17437343082,20722048824,36139360228
CLM,G,Bruc,Value of Herd Increase plus Offtake,Adult Combined,33743412509,4879387086,18718859526,30344372160,33570398315,36997281297,55581359834
CLM,G,Bruc,Value of Herd Increase plus Offtake,Female Combined,20316416988,4827179650,7374692599,16813493079,20162696227,23615860639,36572432621
CLM,G,Bruc,Value of Herd Increase plus Offtake,Male Combined,35902163985,7262189837,15437333152,30834172815,35646850410,40750293047,64186257193
CLM,G,Bruc,Value of Manure,Neonatal Female,64402429.74,14726290.91,17206905.48,53971241.23,63374652.94,73989768.33,125022457.2
CLM,G,Bruc,Value of Manure,Neonatal Male,62986875.21,14570879.16,16610829.87,52604496.61,61987329.36,72469222.85,122892919.9
CLM,G,Bruc,Value of Manure,Juvenile Female,93962307.6,10734901.6,59433334.23,86158108.61,93616311.57,101343992.8,129858209.4
CLM,G,Bruc,Value of Manure,Juvenile Male,74608747.51,9414517.547,45478180.38,67746033.32,74329740.58,81066063.19,105606505.2
CLM,G,Bruc,Value of Manure,Adult Female,649288859.9,8454193.641,621024897.2,643287705.1,649151437.1,655175326.9,678261797
CLM,G,Bruc,Value of Manure,Adult Male,179358837.5,5988181.921,161794686.5,174999147.1,179309532.8,183591705.9,198889688
CLM,G,Bruc,Value of Manure,Overall,1124608058,57097001.18,948146617.8,1083094413,1123101187,1164172227,1330618373
CLM,G,Bruc,Value of Manure,Neonatal Combined,127389305,29296721.23,33817735.35,106531971.9,125370080.3,146500514.3,247915377
CLM,G,Bruc,Value of Manure,Juvenile Combined,168571055.1,20144157.94,104911514.6,153917207.3,167939326.8,182399715.4,235464714.6
CLM,G,Bruc,Value of Manure,Adult Combined,828647697.5,14138046.47,785305875.8,818465426.5,828518794,838466988.4,877151485
CLM,G,Bruc,Value of Manure,Female Combined,807653597.3,29963333.28,715599741.9,785922774.8,806998429.1,828421513.4,915492872.3
CLM,G,Bruc,Value of Manure,Male Combined,316954460.3,27240402.55,232546875.9,297101682.2,316148951.5,335672687.4,415125500.2
CLM,G,Bruc,Value of Hides,Neonatal Female,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Hides,Neonatal Male,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Hides,Juvenile Female,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Hides,Juvenile Male,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Hides,Adult Female,2605.780863,1617.506463,529.4315844,1309.748832,2237.428932,3528.758179,9593.499565
CLM,G,Bruc,Value of Hides,Adult Male,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Hides,Overall,2605.780863,1617.506463,529.4315844,1309.748832,2237.428932,3528.758179,9593.499565
CLM,G,Bruc,Value of Hides,Neonatal Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Hides,Juvenile Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Hides,Adult Combined,2605.780863,1617.506463,529.4315844,1309.748832,2237.428932,3528.758179,9593.499565
CLM,G,Bruc,Value of Hides,Female Combined,2605.780863,1617.506463,529.4315844,1309.748832,2237.428932,3528.758179,9593.499565
CLM,G,Bruc,Value of Hides,Male Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Neonatal Female,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Neonatal Male,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Juvenile Female,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Juvenile Male,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Adult Female,19474514010,3708576107,9255582995,16771498154,19558094763,22328307938,27975469846
CLM,G,Bruc,Value of Milk,Adult Male,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Overall,19474514010,3708576107,9255582995,16771498154,19558094763,22328307938,27975469846
CLM,G,Bruc,Value of Milk,Neonatal Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Juvenile Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Value of Milk,Adult Combined,19474514010,3708576107,9255582995,16771498154,19558094763,22328307938,27975469846
CLM,G,Bruc,Value of Milk,Female Combined,19474514010,3708576107,9255582995,16771498154,19558094763,22328307938,27975469846
CLM,G,Bruc,Value of Milk,Male Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Total Production Value,Neonatal Female,2126684195,1461976646,-1567196103,1061715945,2058640259,3122651036,7258472934
CLM,G,Bruc,Total Production Value,Neonatal Male,2853696151,1732400453,-1416330379,1574772030,2767485807,4038954010,9648834317
CLM,G,Bruc,Total Production Value,Juvenile Female,5714619516,1687147438,1423850323,4473783980,5668469321,6853913545,11222620924
CLM,G,Bruc,Total Production Value,Juvenile Male,12076128962,3148318575,4266676819,9790745693,11883486258,14088992543,25665468224
CLM,G,Bruc,Total Production Value,Adult Female,32757283491,4397017092,19532815062,29657995186,32784325149,35911292719,47391964755
CLM,G,Bruc,Total Production Value,Adult Male,21289293332,3539671858,10550519627,18761459705,21202318213,23704882565,34561703276
CLM,G,Bruc,Total Production Value,Overall,76817705647,12423360157,41374075619,67998540752,76471410814,85219198571,1.21033E+11
CLM,G,Bruc,Total Production Value,Neonatal Combined,4980380346,3151543587,-2788072088,2653692744,4856505229,7178239768,15878211425
CLM,G,Bruc,Total Production Value,Juvenile Combined,17790748478,4618069736,6079476471,14437091960,17606520373,20902390868,36358863542
CLM,G,Bruc,Total Production Value,Adult Combined,54046576823,6250043554,34733230442,49684263341,53997654762,58271966771,75598615251
CLM,G,Bruc,Total Production Value,Female Combined,40598587201,6283753038,21193091518,36211084494,40518400235,44868174797,62010792612
CLM,G,Bruc,Total Production Value,Male Combined,36219118446,7284365010,15714038661,31134003502,35965029700,41070586956,64571279770
CLM,G,Bruc,Feed Cost,Neonatal Female,216154632.4,73305687.97,66331309.61,161591340.9,205466875.9,260365260.3,652031015.9
CLM,G,Bruc,Feed Cost,Neonatal Male,225564650.8,76080493.82,60549659.76,170192642.6,214388364.3,270083252.1,641317997.8
CLM,G,Bruc,Feed Cost,Juvenile Female,269715851.3,74390803.4,97018527.06,215246136.9,260716444.1,314313102.9,621512495.7
CLM,G,Bruc,Feed Cost,Juvenile Male,231184600.1,64640376.32,87764979.91,183859373.9,222702247.7,270099660.5,537466778.9
CLM,G,Bruc,Feed Cost,Adult Female,1711018666,339297222.7,1014563720,1450123009,1672387703,1934955417,3076373369
CLM,G,Bruc,Feed Cost,Adult Male,501781685.9,105081190.1,265280041,421797140.8,489437956,571368766.2,883595742.6
CLM,G,Bruc,Feed Cost,Overall,3155420087,598882464.9,1816880439,2704686026,3097038859,3542167424,5588125306
CLM,G,Bruc,Feed Cost,Neonatal Combined,441719283.3,132176921.8,139505695.3,343874245.1,425259652,520497294.9,1230365981
CLM,G,Bruc,Feed Cost,Juvenile Combined,500900451.3,125040936.7,192815288.8,408877116,486240604.8,575921352.8,1042607159
CLM,G,Bruc,Feed Cost,Adult Combined,2212800352,412494818.7,1324510861,1899916281,2172833397,2484879356,3907163162
CLM,G,Bruc,Feed Cost,Female Combined,2196889150,428838952.2,1277849290,1869708846,2150034835,2480940201,3854527113
CLM,G,Bruc,Feed Cost,Male Combined,958530936.8,204465265.2,500277990.5,807681488.3,936508152.8,1086731019,1835197662
CLM,G,Bruc,Labour Cost,Neonatal Female,1220246908,297389519.3,550823689.8,1003856324,1182599330,1401628344,2542989227
CLM,G,Bruc,Labour Cost,Neonatal Male,1193425986,293916767.6,532233767.4,979348430.6,1156313395,1373776841,2503496328
CLM,G,Bruc,Labour Cost,Juvenile Female,893049196.7,183125350.9,486480250.9,754397064,873687481.2,1010137177,1652383269
CLM,G,Bruc,Labour Cost,Juvenile Male,709104383.1,150448293.5,374286811.6,596002939.5,693095300.8,804331264.2,1346842566
CLM,G,Bruc,Labour Cost,Adult Female,4106016002,731730831.7,2653234734,3534400077,4038419623,4603536519,6555829259
CLM,G,Bruc,Labour Cost,Adult Male,1135770479,204245421.7,707326305.5,977602877.9,1115323924,1274719668,1826759147
CLM,G,Bruc,Labour Cost,Overall,9257612955,1684093653,5406612823,7987746207,9082207571,10317042476,16071316661
CLM,G,Bruc,Labour Cost,Neonatal Combined,2413672894,591297253.7,1083057457,1983226611,2339680594,2775907180,5046485556
CLM,G,Bruc,Labour Cost,Juvenile Combined,1602153580,333451674.2,860767062.5,1350795275,1566598304,1814291496,2999225834
CLM,G,Bruc,Labour Cost,Adult Combined,5241786481,890190018.2,3360561039,4562591345,5164078424,5834063338,8382588406
CLM,G,Bruc,Labour Cost,Female Combined,6219312107,1120997318,3740586542,5360082659,6097901470,6946270609,10412387810
CLM,G,Bruc,Labour Cost,Male Combined,3038300848,597141726.6,1646280151,2597440501,2980935984,3411467738,5658928851
CLM,G,Bruc,Health Cost,Neonatal Female,277668.537,150628.4806,38605.98398,159673.8242,248986.0139,368304.382,1047509.46
CLM,G,Bruc,Health Cost,Neonatal Male,271569.1721,147709.4069,37402.83073,156072.7138,243416.3208,360063.5459,1030936.721
CLM,G,Bruc,Health Cost,Juvenile Female,202002.4778,106046.8481,32610.59247,119122.0722,182340.0353,266810.1142,684597.6052
CLM,G,Bruc,Health Cost,Juvenile Male,160394.9661,84757.39052,25137.49986,94240.57345,144769.0152,211768.9543,557276.2511
CLM,G,Bruc,Health Cost,Adult Female,933791.6909,475601.7875,180100.1129,556521.6275,854342.7326,1231688.718,2787670.988
CLM,G,Bruc,Health Cost,Adult Male,256906.9185,131920.0347,47849.82823,153409.7828,234330.7836,340306.6429,755486.9731
CLM,G,Bruc,Health Cost,Overall,2102333.762,1022343.593,362050.6043,1314001.525,1938398.435,2724948.388,6680824.743
CLM,G,Bruc,Health Cost,Neonatal Combined,549237.7091,298336.011,76008.81471,315703.9628,492560.0007,728215.5411,2078446.18
CLM,G,Bruc,Health Cost,Juvenile Combined,362397.4439,190786.6917,57748.09233,213525.0299,327125.3568,478705.3763,1241873.856
CLM,G,Bruc,Health Cost,Adult Combined,1190698.609,577966.7202,228293.6972,740023.9432,1098468.763,1552768.625,3427760.176
CLM,G,Bruc,Health Cost,Female Combined,1413462.706,700805.3902,251660.4454,862937.9749,1297678.911,1847664.913,4337124.798
CLM,G,Bruc,Health Cost,Male Combined,688871.0566,337663.8042,110390.1588,431440.4653,635767.9381,891649.5733,2343699.945
CLM,G,Bruc,Capital Cost,Neonatal Female,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Neonatal Male,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Juvenile Female,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Juvenile Male,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Adult Female,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Adult Male,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Overall,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Neonatal Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Juvenile Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Adult Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Female Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Capital Cost,Male Combined,0,0,0,0,0,0,0
CLM,G,Bruc,Infrastructure Cost,Neonatal Female,2803178,0,2803178,2803178,2803178,2803178,2803178
CLM,G,Bruc,Infrastructure Cost,Neonatal Male,2586971,0,2586971,2586971,2586971,2586971,2586971
CLM,G,Bruc,Infrastructure Cost,Juvenile Female,1508363,0,1508363,1508363,1508363,1508363,1508363
CLM,G,Bruc,Infrastructure Cost,Juvenile Male,1146066,0,1146066,1146066,1146066,1146066,1146066
CLM,G,Bruc,Infrastructure Cost,Adult Female,10864998,0,10864998,10864998,10864998,10864998,10864998
CLM,G,Bruc,Infrastructure Cost,Adult Male,3055888,0,3055888,3055888,3055888,3055888,3055888
CLM,G,Bruc,Infrastructure Cost,Overall,21965464,0,21965464,21965464,21965464,21965464,21965464
CLM,G,Bruc,Infrastructure Cost,Neonatal Combined,5390149,0,5390149,5390149,5390149,5390149,5390149
CLM,G,Bruc,Infrastructure Cost,Juvenile Combined,2654429,0,2654429,2654429,2654429,2654429,2654429
CLM,G,Bruc,Infrastructure Cost,Adult Combined,13920886,0,13920886,13920886,13920886,13920886,13920886
CLM,G,Bruc,Infrastructure Cost,Female Combined,15176539,0,15176539,15176539,15176539,15176539,15176539
CLM,G,Bruc,Infrastructure Cost,Male Combined,6788925,0,6788925,6788925,6788925,6788925,6788925
CLM,G,Bruc,Total Expenditure,Neonatal Female,1439482387,329580354,672282756.4,1199565903,1405408114,1645379843,2940298467
CLM,G,Bruc,Total Expenditure,Neonatal Male,1421849177,327884761,629917620.6,1184772406,1388790720,1628407811,2843305763
CLM,G,Bruc,Total Expenditure,Juvenile Female,1164475413,209739651.8,619426700.3,1011117437,1145897558,1300848919,1939137869
CLM,G,Bruc,Total Expenditure,Juvenile Male,941595444.1,176862530,501509976.2,811508739.3,925603064.8,1055546138,1716518777
CLM,G,Bruc,Total Expenditure,Adult Female,5828833458,808295607.1,3933450532,5214937853,5765197407,6365172470,8746750824
CLM,G,Bruc,Total Expenditure,Adult Male,1640864960,232444697,1046990947,1466970701,1622495173,1794069091,2516293725
CLM,G,Bruc,Total Expenditure,Overall,12437100839,1849173542,7661623215,11071473468,12271935105,13606406680,20122064338
CLM,G,Bruc,Total Expenditure,Neonatal Combined,2861331564,653745303.7,1331689552,2388299782,2793501073,3270530120,5771014152
CLM,G,Bruc,Total Expenditure,Juvenile Combined,2106070858,381625029.3,1127324624,1824709916,2071417905,2351531765,3641916381
CLM,G,Bruc,Total Expenditure,Adult Combined,7469698418,985428542.4,5068192098,6735285985,7389113297,8119997258,11166055825
CLM,G,Bruc,Total Expenditure,Female Combined,8432791259,1224964620,5343479024,7520772154,8328660568,9224795958,13243778535
CLM,G,Bruc,Total Expenditure,Male Combined,4004309581,671526472.3,2280832229,3518429345,3947375573,4434813897,6911092777
CLM,G,Bruc,Gross Margin,Neonatal Female,687201807.5,1253398135,-2517665378,-217774912.8,613802260.1,1527023992,5564497824
CLM,G,Bruc,Gross Margin,Neonatal Male,1431846974,1519190072,-2238094800,324323542.3,1347183566,2448385878,7450993764
CLM,G,Bruc,Gross Margin,Juvenile Female,4550144102,1581778252,508426815.7,3384470144,4485882498,5632045745,10076020690
CLM,G,Bruc,Gross Margin,Juvenile Male,11134533518,3059808860,3568577034,8926304411,10934977434,13086225252,24563765368
CLM,G,Bruc,Gross Margin,Adult Female,26928450033,4445574643,13481058704,23790087716,26928420313,30128119641,42175320341
CLM,G,Bruc,Gross Margin,Adult Male,19648428372,3513151639,9030917825,17150525669,19541965744,22056337429,32147859071
CLM,G,Bruc,Gross Margin,Overall,64380604807,11794971715,30522753716,55960149500,64038962250,72381120910,1.08607E+11
CLM,G,Bruc,Gross Margin,Neonatal Combined,2119048782,2722271046,-4546678104,135784833,1995968701,3981168360,11930213186
CLM,G,Bruc,Gross Margin,Juvenile Combined,15684677621,4417406249,4406140750,12496640312,15481998185,18598292140,33932735020
CLM,G,Bruc,Gross Margin,Adult Combined,46576878405,6252405708,25675642453,42292005154,46475530927,50825939818,68692269453
CLM,G,Bruc,Gross Margin,Female Combined,32165795943,6078514717,14221687621,27936896568,31991387211,36251937466,52282826905
CLM,G,Bruc,Gross Margin,Male Combined,32214808865,6948398253,12643468345,27364792329,31937137093,36899530255,60205747457
Past,G,Bruc,Births,Neonatal Female,11969232.28,1979152.131,5713419.507,10574360.02,11917678.95,13357514.99,18461064.74
Past,G,Bruc,Births,Neonatal Male,11969232.28,1979152.131,5713419.507,10574360.02,11917678.95,13357514.99,18461064.74
Past,G,Bruc,Births,Juvenile Female,0,0,0,0,0,0,0
Past,G,Bruc,Births,Juvenile Male,0,0,0,0,0,0,0
Past,G,Bruc,Births,Adult Female,0,0,0,0,0,0,0
Past,G,Bruc,Births,Adult Male,0,0,0,0,0,0,0
Past,G,Bruc,Births,Overall,23938464.56,3958304.262,11426839.01,21148720.04,23835357.9,26715029.98,36922129.48
Past,G,Bruc,Births,Neonatal Combined,23938464.56,3958304.262,11426839.01,21148720.04,23835357.9,26715029.98,36922129.48
Past,G,Bruc,Births,Juvenile Combined,0,0,0,0,0,0,0
Past,G,Bruc,Births,Adult Combined,0,0,0,0,0,0,0
Past,G,Bruc,Births,Female Combined,11969232.28,1979152.131,5713419.507,10574360.02,11917678.95,13357514.99,18461064.74
Past,G,Bruc,Births,Male Combined,11969232.28,1979152.131,5713419.507,10574360.02,11917678.95,13357514.99,18461064.74
Past,G,Bruc,Growth in,Neonatal Female,0,0,0,0,0,0,0
Past,G,Bruc,Growth in,Neonatal Male,0,0,0,0,0,0,0
Past,G,Bruc,Growth in,Juvenile Female,9112860.857,1056077.093,5743893.777,8370022.499,9088310.564,9855366.475,12547186.65
Past,G,Bruc,Growth in,Juvenile Male,8262923.724,1056076.953,4894016.935,7520059.691,8238410.208,9005435.82,11697258.84
